1 2 3
-0.029 0.221 0.072
1 2 3

1 2 3
1 2 3
1 2 3
-0.029 0.222 0.072
1 2 3

1 2 3
1 2 3
1 2 3
-0.029 0.223 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.029 0.224 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.029 0.225 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.029 0.225 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.029 0.226 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.029 0.227 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.029 0.228 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.029 0.229 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.030 0.230 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.030 0.231 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.030 0.232 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.030 0.232 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.030 0.233 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.030 0.234 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.030 0.235 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.030 0.236 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.030 0.237 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.030 0.238 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.030 0.239 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.031 0.240 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.031 0.242 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.031 0.243 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.031 0.244 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.031 0.246 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.031 0.247 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.031 0.249 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.032 0.250 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.032 0.251 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.032 0.253 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.032 0.254 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.032 0.256 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.032 0.257 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.032 0.258 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.032 0.260 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.032 0.261 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.032 0.263 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.032 0.264 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.032 0.266 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.032 0.267 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.032 0.268 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.032 0.270 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.032 0.271 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.032 0.272 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.032 0.274 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.032 0.275 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.032 0.276 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.032 0.278 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.032 0.279 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.032 0.280 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.033 0.281 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.033 0.283 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.033 0.284 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.033 0.285 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.033 0.286 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.034 0.287 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.034 0.288 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.034 0.289 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.034 0.290 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.034 0.291 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.034 0.292 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.035 0.292 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.035 0.293 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.035 0.294 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.035 0.295 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.035 0.296 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.036 0.297 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.036 0.298 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.036 0.299 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.036 0.300 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.036 0.300 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.037 0.301 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.037 0.302 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.037 0.303 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.037 0.304 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.037 0.305 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.037 0.306 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.037 0.307 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.037 0.308 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.037 0.309 0.070
1 2 3

1 2 3
1 2 3
1 2 3
-0.037 0.309 0.070
1 2 3

1 2 3
1 2 3
1 2 3
-0.037 0.310 0.070
1 2 3

1 2 3
1 2 3
1 2 3
-0.037 0.311 0.070
1 2 3

1 2 3
1 2 3
1 2 3
-0.037 0.312 0.070
1 2 3

1 2 3
1 2 3
1 2 3
-0.037 0.313 0.070
1 2 3

1 2 3
1 2 3
1 2 3
-0.037 0.313 0.070
1 2 3

1 2 3
1 2 3
1 2 3
-0.038 0.314 0.070
1 2 3

1 2 3
1 2 3
1 2 3
-0.038 0.315 0.070
1 2 3

1 2 3
1 2 3
1 2 3
-0.038 0.315 0.070
1 2 3

1 2 3
1 2 3
1 2 3
-0.038 0.316 0.070
1 2 3

1 2 3
1 2 3
1 2 3
-0.038 0.317 0.070
1 2 3

1 2 3
1 2 3
1 2 3
-0.038 0.318 0.070
1 2 3

1 2 3
1 2 3
1 2 3
-0.038 0.318 0.070
1 2 3

1 2 3
1 2 3
1 2 3
-0.038 0.319 0.070
1 2 3

1 2 3
1 2 3
1 2 3
-0.038 0.320 0.070
1 2 3

1 2 3
1 2 3
1 2 3
-0.038 0.321 0.070
1 2 3

1 2 3
1 2 3
1 2 3
-0.038 0.322 0.070
1 2 3

1 2 3
1 2 3
1 2 3
-0.038 0.323 0.070
1 2 3

1 2 3
1 2 3
1 2 3
-0.038 0.324 0.070
1 2 3

1 2 3
1 2 3
1 2 3
-0.038 0.325 0.070
1 2 3

1 2 3
1 2 3
1 2 3
-0.038 0.326 0.070
1 2 3

1 2 3
1 2 3
1 2 3
-0.038 0.328 0.070
1 2 3

1 2 3
1 2 3
1 2 3
-0.038 0.329 0.070
1 2 3

1 2 3
1 2 3
1 2 3
-0.038 0.330 0.070
1 2 3

1 2 3
1 2 3
1 2 3
-0.038 0.331 0.070
1 2 3

1 2 3
1 2 3
1 2 3
-0.038 0.332 0.070
1 2 3

1 2 3
1 2 3
1 2 3
-0.038 0.334 0.070
1 2 3

1 2 3
1 2 3
1 2 3
-0.037 0.335 0.070
1 2 3

1 2 3
1 2 3
1 2 3
-0.037 0.336 0.070
1 2 3

1 2 3
1 2 3
1 2 3
-0.037 0.337 0.069
1 2 3

1 2 3
1 2 3
1 2 3
-0.037 0.338 0.069
1 2 3

1 2 3
1 2 3
1 2 3
-0.037 0.340 0.069
1 2 3

1 2 3
1 2 3
1 2 3
-0.037 0.341 0.069
1 2 3

1 2 3
1 2 3
1 2 3
-0.037 0.342 0.069
1 2 3

1 2 3
1 2 3
1 2 3
-0.037 0.343 0.069
1 2 3

1 2 3
1 2 3
1 2 3
-0.037 0.344 0.069
1 2 3

1 2 3
1 2 3
1 2 3
-0.037 0.345 0.069
1 2 3

1 2 3
1 2 3
1 2 3
-0.036 0.346 0.069
1 2 3

1 2 3
1 2 3
1 2 3
-0.036 0.347 0.069
1 2 3

1 2 3
1 2 3
1 2 3
-0.036 0.348 0.069
1 2 3

1 2 3
1 2 3
1 2 3
-0.036 0.350 0.069
1 2 3

1 2 3
1 2 3
1 2 3
-0.036 0.351 0.069
1 2 3

1 2 3
1 2 3
1 2 3
-0.036 0.352 0.069
1 2 3

1 2 3
1 2 3
1 2 3
-0.036 0.352 0.069
1 2 3

1 2 3
1 2 3
1 2 3
-0.035 0.353 0.069
1 2 3

1 2 3
1 2 3
1 2 3
-0.035 0.354 0.069
1 2 3

1 2 3
1 2 3
1 2 3
-0.035 0.355 0.068
1 2 3

1 2 3
1 2 3
1 2 3
-0.035 0.356 0.068
1 2 3

1 2 3
1 2 3
1 2 3
-0.035 0.358 0.068
1 2 3

1 2 3
1 2 3
1 2 3
-0.035 0.358 0.068
1 2 3

1 2 3
1 2 3
1 2 3
-0.035 0.360 0.068
1 2 3

1 2 3
1 2 3
1 2 3
-0.035 0.361 0.068
1 2 3

1 2 3
1 2 3
1 2 3
-0.035 0.362 0.068
1 2 3

1 2 3
1 2 3
1 2 3
-0.035 0.363 0.068
1 2 3

1 2 3
1 2 3
1 2 3
-0.035 0.364 0.068
1 2 3

1 2 3
1 2 3
1 2 3
-0.035 0.365 0.068
1 2 3

1 2 3
1 2 3
1 2 3
-0.034 0.366 0.068
1 2 3

1 2 3
1 2 3
1 2 3
-0.034 0.367 0.067
1 2 3

1 2 3
1 2 3
1 2 3
-0.034 0.368 0.067
1 2 3

1 2 3
1 2 3
1 2 3
-0.034 0.369 0.067
1 2 3

1 2 3
1 2 3
1 2 3
-0.034 0.370 0.067
1 2 3

1 2 3
1 2 3
1 2 3
-0.034 0.371 0.067
1 2 3

1 2 3
1 2 3
1 2 3
-0.034 0.372 0.067
1 2 3

1 2 3
1 2 3
1 2 3
-0.033 0.373 0.067
1 2 3

1 2 3
1 2 3
1 2 3
-0.033 0.374 0.067
1 2 3

1 2 3
1 2 3
1 2 3
-0.033 0.375 0.067
1 2 3

1 2 3
1 2 3
1 2 3
-0.033 0.376 0.067
1 2 3

1 2 3
1 2 3
1 2 3
-0.033 0.377 0.067
1 2 3

1 2 3
1 2 3
1 2 3
-0.033 0.378 0.066
1 2 3

1 2 3
1 2 3
1 2 3
-0.033 0.379 0.066
1 2 3

1 2 3
1 2 3
1 2 3
-0.033 0.380 0.066
1 2 3

1 2 3
1 2 3
1 2 3
-0.033 0.381 0.066
1 2 3

1 2 3
1 2 3
1 2 3
-0.033 0.382 0.066
1 2 3

1 2 3
1 2 3
1 2 3
-0.033 0.383 0.066
1 2 3

1 2 3
1 2 3
1 2 3
-0.033 0.384 0.066
1 2 3

1 2 3
1 2 3
1 2 3
-0.033 0.385 0.066
1 2 3

1 2 3
1 2 3
1 2 3
-0.033 0.386 0.066
1 2 3

1 2 3
1 2 3
1 2 3
-0.033 0.388 0.066
1 2 3

1 2 3
1 2 3
1 2 3
-0.033 0.389 0.066
1 2 3

1 2 3
1 2 3
1 2 3
-0.033 0.390 0.066
1 2 3

1 2 3
1 2 3
1 2 3
-0.033 0.391 0.065
1 2 3

1 2 3
1 2 3
1 2 3
-0.033 0.392 0.065
1 2 3

1 2 3
1 2 3
1 2 3
-0.033 0.393 0.065
1 2 3

1 2 3
1 2 3
1 2 3
-0.033 0.394 0.065
1 2 3

1 2 3
1 2 3
1 2 3
-0.032 0.395 0.065
1 2 3

1 2 3
1 2 3
1 2 3
-0.032 0.396 0.065
1 2 3

1 2 3
1 2 3
1 2 3
-0.032 0.397 0.065
1 2 3

1 2 3
1 2 3
1 2 3
-0.032 0.399 0.065
1 2 3

1 2 3
1 2 3
1 2 3
-0.032 0.400 0.065
1 2 3

1 2 3
1 2 3
1 2 3
-0.032 0.401 0.065
1 2 3

1 2 3
1 2 3
1 2 3
-0.032 0.402 0.064
1 2 3

1 2 3
1 2 3
1 2 3
-0.032 0.403 0.064
1 2 3

1 2 3
1 2 3
1 2 3
-0.032 0.404 0.064
1 2 3

1 2 3
1 2 3
1 2 3
-0.032 0.405 0.064
1 2 3

1 2 3
1 2 3
1 2 3
-0.032 0.406 0.064
1 2 3

1 2 3
1 2 3
1 2 3
-0.032 0.407 0.064
1 2 3

1 2 3
1 2 3
1 2 3
-0.032 0.408 0.064
1 2 3

1 2 3
1 2 3
1 2 3
-0.032 0.409 0.064
1 2 3

1 2 3
1 2 3
1 2 3
-0.032 0.410 0.064
1 2 3

1 2 3
1 2 3
1 2 3
-0.032 0.411 0.063
1 2 3

1 2 3
1 2 3
1 2 3
-0.032 0.412 0.063
1 2 3

1 2 3
1 2 3
1 2 3
-0.031 0.413 0.063
1 2 3

1 2 3
1 2 3
1 2 3
-0.031 0.415 0.063
1 2 3

1 2 3
1 2 3
1 2 3
-0.031 0.416 0.063
1 2 3

1 2 3
1 2 3
1 2 3
-0.031 0.417 0.063
1 2 3

1 2 3
1 2 3
1 2 3
-0.031 0.418 0.063
1 2 3

1 2 3
1 2 3
1 2 3
-0.031 0.420 0.063
1 2 3

1 2 3
1 2 3
1 2 3
-0.031 0.421 0.063
1 2 3

1 2 3
1 2 3
1 2 3
-0.030 0.422 0.063
1 2 3

1 2 3
1 2 3
1 2 3
-0.030 0.423 0.063
1 2 3

1 2 3
1 2 3
1 2 3
-0.030 0.424 0.063
1 2 3

1 2 3
1 2 3
1 2 3
-0.030 0.426 0.063
1 2 3

1 2 3
1 2 3
1 2 3
-0.030 0.427 0.063
1 2 3

1 2 3
1 2 3
1 2 3
-0.030 0.428 0.063
1 2 3

1 2 3
1 2 3
1 2 3
-0.030 0.429 0.063
1 2 3

1 2 3
1 2 3
1 2 3
-0.030 0.430 0.062
1 2 3

1 2 3
1 2 3
1 2 3
-0.030 0.431 0.062
1 2 3

1 2 3
1 2 3
1 2 3
-0.030 0.433 0.062
1 2 3

1 2 3
1 2 3
1 2 3
-0.029 0.434 0.062
1 2 3

1 2 3
1 2 3
1 2 3
-0.029 0.435 0.062
1 2 3

1 2 3
1 2 3
1 2 3
-0.029 0.436 0.062
1 2 3

1 2 3
1 2 3
1 2 3
-0.029 0.437 0.062
1 2 3

1 2 3
1 2 3
1 2 3
-0.029 0.438 0.062
1 2 3

1 2 3
1 2 3
1 2 3
-0.029 0.440 0.062
1 2 3

1 2 3
1 2 3
1 2 3
-0.029 0.441 0.062
1 2 3

1 2 3
1 2 3
1 2 3
-0.029 0.442 0.062
1 2 3

1 2 3
1 2 3
1 2 3
-0.029 0.443 0.062
1 2 3

1 2 3
1 2 3
1 2 3
-0.028 0.445 0.062
1 2 3

1 2 3
1 2 3
1 2 3
-0.028 0.446 0.062
1 2 3

1 2 3
1 2 3
1 2 3
-0.028 0.447 0.062
1 2 3

1 2 3
1 2 3
1 2 3
-0.028 0.448 0.062
1 2 3

1 2 3
1 2 3
1 2 3
-0.028 0.450 0.062
1 2 3

1 2 3
1 2 3
1 2 3
-0.027 0.451 0.062
1 2 3

1 2 3
1 2 3
1 2 3
-0.027 0.452 0.062
1 2 3

1 2 3
1 2 3
1 2 3
-0.027 0.454 0.062
1 2 3

1 2 3
1 2 3
1 2 3
-0.027 0.455 0.062
1 2 3

1 2 3
1 2 3
1 2 3
-0.027 0.456 0.062
1 2 3

1 2 3
1 2 3
1 2 3
-0.027 0.457 0.062
1 2 3

1 2 3
1 2 3
1 2 3
-0.027 0.458 0.062
1 2 3

1 2 3
1 2 3
1 2 3
-0.027 0.459 0.062
1 2 3

1 2 3
1 2 3
1 2 3
-0.026 0.460 0.062
1 2 3

1 2 3
1 2 3
1 2 3
-0.026 0.461 0.062
1 2 3

1 2 3
1 2 3
1 2 3
-0.026 0.463 0.062
1 2 3

1 2 3
1 2 3
1 2 3
-0.026 0.464 0.062
1 2 3

1 2 3
1 2 3
1 2 3
-0.026 0.465 0.062
1 2 3

1 2 3
1 2 3
1 2 3
-0.026 0.466 0.062
1 2 3

1 2 3
1 2 3
1 2 3
-0.026 0.467 0.062
1 2 3

1 2 3
1 2 3
1 2 3
-0.026 0.468 0.062
1 2 3

1 2 3
1 2 3
1 2 3
-0.026 0.469 0.062
1 2 3

1 2 3
1 2 3
1 2 3
-0.025 0.470 0.062
1 2 3

1 2 3
1 2 3
1 2 3
-0.025 0.471 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.025 0.472 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.025 0.473 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.025 0.474 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.025 0.475 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.025 0.476 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.024 0.477 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.024 0.478 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.024 0.479 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.024 0.480 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.024 0.481 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.024 0.482 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.024 0.483 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.024 0.484 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.024 0.485 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.023 0.486 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.023 0.487 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.023 0.489 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.023 0.490 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.023 0.491 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 0.492 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 0.493 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 0.494 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 0.496 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 0.497 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.021 0.498 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.021 0.499 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.021 0.500 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.021 0.502 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.021 0.503 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.021 0.504 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.021 0.505 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.021 0.506 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.021 0.507 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.020 0.508 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.020 0.509 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.020 0.510 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.020 0.512 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.020 0.513 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.020 0.514 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.020 0.515 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 0.516 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 0.517 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 0.518 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 0.519 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 0.520 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 0.522 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 0.523 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 0.524 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 0.525 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 0.526 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 0.527 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 0.529 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 0.530 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 0.531 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 0.532 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 0.533 0.060
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 0.534 0.060
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 0.535 0.060
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 0.537 0.060
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 0.538 0.060
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 0.539 0.060
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 0.540 0.060
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 0.541 0.060
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 0.542 0.060
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 0.543 0.060
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 0.545 0.060
1 2 3

1 2 3
1 2 3
1 2 3
-0.018 0.546 0.060
1 2 3

1 2 3
1 2 3
1 2 3
-0.018 0.547 0.060
1 2 3

1 2 3
1 2 3
1 2 3
-0.018 0.548 0.060
1 2 3

1 2 3
1 2 3
1 2 3
-0.018 0.549 0.060
1 2 3

1 2 3
1 2 3
1 2 3
-0.018 0.550 0.060
1 2 3

1 2 3
1 2 3
1 2 3
-0.018 0.551 0.060
1 2 3

1 2 3
1 2 3
1 2 3
-0.018 0.552 0.060
1 2 3

1 2 3
1 2 3
1 2 3
-0.018 0.554 0.060
1 2 3

1 2 3
1 2 3
1 2 3
-0.018 0.555 0.060
1 2 3

1 2 3
1 2 3
1 2 3
-0.018 0.556 0.060
1 2 3

1 2 3
1 2 3
1 2 3
-0.018 0.557 0.060
1 2 3

1 2 3
1 2 3
1 2 3
-0.018 0.558 0.060
1 2 3

1 2 3
1 2 3
1 2 3
-0.018 0.559 0.060
1 2 3

1 2 3
1 2 3
1 2 3
-0.018 0.560 0.060
1 2 3

1 2 3
1 2 3
1 2 3
-0.018 0.562 0.060
1 2 3

1 2 3
1 2 3
1 2 3
-0.018 0.563 0.059
1 2 3

1 2 3
1 2 3
1 2 3
-0.018 0.564 0.059
1 2 3

1 2 3
1 2 3
1 2 3
-0.018 0.565 0.059
1 2 3

1 2 3
1 2 3
1 2 3
-0.018 0.566 0.059
1 2 3

1 2 3
1 2 3
1 2 3
-0.017 0.568 0.059
1 2 3

1 2 3
1 2 3
1 2 3
-0.017 0.569 0.059
1 2 3

1 2 3
1 2 3
1 2 3
-0.017 0.570 0.059
1 2 3

1 2 3
1 2 3
1 2 3
-0.017 0.571 0.059
1 2 3

1 2 3
1 2 3
1 2 3
-0.017 0.572 0.059
1 2 3

1 2 3
1 2 3
1 2 3
-0.017 0.573 0.059
1 2 3

1 2 3
1 2 3
1 2 3
-0.017 0.574 0.059
1 2 3

1 2 3
1 2 3
1 2 3
-0.017 0.576 0.059
1 2 3

1 2 3
1 2 3
1 2 3
-0.017 0.577 0.059
1 2 3

1 2 3
1 2 3
1 2 3
-0.016 0.578 0.059
1 2 3

1 2 3
1 2 3
1 2 3
-0.016 0.579 0.059
1 2 3

1 2 3
1 2 3
1 2 3
-0.016 0.580 0.059
1 2 3

1 2 3
1 2 3
1 2 3
-0.016 0.581 0.059
1 2 3

1 2 3
1 2 3
1 2 3
-0.016 0.583 0.059
1 2 3

1 2 3
1 2 3
1 2 3
-0.016 0.584 0.059
1 2 3

1 2 3
1 2 3
1 2 3
-0.016 0.585 0.059
1 2 3

1 2 3
1 2 3
1 2 3
-0.015 0.586 0.059
1 2 3

1 2 3
1 2 3
1 2 3
-0.015 0.587 0.059
1 2 3

1 2 3
1 2 3
1 2 3
-0.015 0.588 0.059
1 2 3

1 2 3
1 2 3
1 2 3
-0.015 0.589 0.059
1 2 3

1 2 3
1 2 3
1 2 3
-0.015 0.590 0.059
1 2 3

1 2 3
1 2 3
1 2 3
-0.015 0.591 0.059
1 2 3

1 2 3
1 2 3
1 2 3
-0.015 0.592 0.059
1 2 3

1 2 3
1 2 3
1 2 3
-0.015 0.593 0.059
1 2 3

1 2 3
1 2 3
1 2 3
-0.015 0.594 0.058
1 2 3

1 2 3
1 2 3
1 2 3
-0.015 0.596 0.058
1 2 3

1 2 3
1 2 3
1 2 3
-0.015 0.597 0.058
1 2 3

1 2 3
1 2 3
1 2 3
-0.015 0.598 0.058
1 2 3

1 2 3
1 2 3
1 2 3
-0.015 0.599 0.058
1 2 3

1 2 3
1 2 3
1 2 3
-0.015 0.600 0.058
1 2 3

1 2 3
1 2 3
1 2 3
-0.015 0.601 0.058
1 2 3

1 2 3
1 2 3
1 2 3
-0.014 0.602 0.058
1 2 3

1 2 3
1 2 3
1 2 3
-0.014 0.602 0.058
1 2 3

1 2 3
1 2 3
1 2 3
-0.014 0.603 0.058
1 2 3

1 2 3
1 2 3
1 2 3
-0.014 0.604 0.058
1 2 3

1 2 3
1 2 3
1 2 3
-0.013 0.605 0.058
1 2 3

1 2 3
1 2 3
1 2 3
-0.013 0.606 0.058
1 2 3

1 2 3
1 2 3
1 2 3
-0.013 0.607 0.057
1 2 3

1 2 3
1 2 3
1 2 3
-0.013 0.608 0.057
1 2 3

1 2 3
1 2 3
1 2 3
-0.013 0.609 0.057
1 2 3

1 2 3
1 2 3
1 2 3
-0.013 0.610 0.057
1 2 3

1 2 3
1 2 3
1 2 3
-0.013 0.611 0.057
1 2 3

1 2 3
1 2 3
1 2 3
-0.013 0.612 0.057
1 2 3

1 2 3
1 2 3
1 2 3
-0.012 0.613 0.057
1 2 3

1 2 3
1 2 3
1 2 3
-0.012 0.614 0.057
1 2 3

1 2 3
1 2 3
1 2 3
-0.012 0.614 0.056
1 2 3

1 2 3
1 2 3
1 2 3
-0.012 0.615 0.056
1 2 3

1 2 3
1 2 3
1 2 3
-0.012 0.616 0.056
1 2 3

1 2 3
1 2 3
1 2 3
-0.012 0.617 0.056
1 2 3

1 2 3
1 2 3
1 2 3
-0.011 0.618 0.056
1 2 3

1 2 3
1 2 3
1 2 3
-0.011 0.619 0.056
1 2 3

1 2 3
1 2 3
1 2 3
